"year","crop","area","production","yield","prop_area"
1974,"Pigeonpea",2646,1408,0.5321,0.0163177516935495
1974,"Pineapples",37.7,410,10.8753,0.000232494043403937
1974,"Plums and sloes",5,20,4,3.08347537671004e-05
1974,"Poppy seed",NA,2.5,NA,NA
1974,"Potato",543.4,4861.1,8.9457,0.00335112103940847
1974,"Pumpkins, squash and gourds",210,1550,7.381,0.00129505965821822
1974,"Rape and mustard",3456,1704.3,0.4931,0.0213129818038198
1974,"Rice",37888.4,59650,1.5744,0.233655896925881
1974,"Rubber, natural",166,125.2,0.7542,0.00102371382506773
1974,"Safflower",613.8,191,0.3112,0.00378527437244924
1974,"Sesame seed",2234.3,392.2,0.1755,0.0137788180683665
1974,"Sorghum",16189.2,10414.2,0.6433,0.0998379991372682
1974,"Soybean",67,51,0.7612,0.000413185700479145
1974,"Spices, nes",324.9,249.4,0.7676,0.00200364229978618
1974,"Sugarcane",2752.1,140805.008,51.1628,0.0169720651684874
1974,"Sunflower",340,228,0.6706,0.00209676325616283
1974,"Sweet potatoes",219,1550,7.0776,0.001350562214999
1974,"Tea",363.303,489.475,1.3473,0.00224047170956977
1974,"Tobacco, unmanufactured",461.5,462.1,1.0013,0.00284604777270336
1974,"Tomatoes",90,750,8.3333,0.000555025567807807
1974,"Vegetables, fresh nes",2350,18000,7.6596,0.0144923342705372
1974,"Walnuts, with shell",11,9.5,0.8636,6.78364582876208e-05
1974,"Watermelons",10.2,118,11.5686,6.29028976848847e-05
1974,"Wheat",18583.008,21778,1.1719,0.114600495186411
1975,"Anise, badian, fennel, coriander",103.573,45.164,0.4361,0.000633162292768001
1975,"Apples",115.7,510,4.408,0.000707297049165881
1975,"Apricots",3,9.5,3.1667,1.83395950518379e-05
1975,"Areca nuts",189.2,164.7,0.8705,0.00115661712793591
1975,"Bananas",231.4,3409,14.7321,0.00141459409833176
1975,"Barley",2884.9,3134.7,1.0866,0.0176359659216824
1975,"Bastfibres, other",475.7,327.802,0.6891,0.00290804845538643
1975,"Beans, dry",8750.1,2767.4,0.3163,0.0534910968876955
1975,"Beans, green",112,280,2.5,0.000684678215268614
1975,"Berries nes",NA,1,NA,NA
1975,"Cabbages and other brassicas",87,1200,13.7931,0.000531848256503298
1975,"Carrots and turnips",14.3,143,10,8.74187364137605e-05
1975,"Cashew nuts, with shell",361.443,144.254,0.3991,0.00220957275144048
1975,"Cassava",387.6,6325.9,16.3207,0.00236947568069745
1975,"Castor",374.9,142.9,0.3812,0.00229183806164467
1975,"Cauliflowers and broccoli",110,1300,11.8182,0.000672451818567389
1975,"Cherries",1.5,4,2.6667,9.16979752591894e-06
1975,"Chickpea",7041.6,4014.8,0.5702,0.0430466975056739
1975,"Chillies and peppers, dry",739.8,526.1,0.7111,0.00452254413978322
1975,"Chillies and peppers, green",3.6,24.1,6.6944,2.20075140622054e-05
1975,"Cocoa, beans",NA,NA,NA,NA
1975,"Coconuts",1069.9,4331.244,4.0483,0.00654051091532045
1975,"Coffee, green",145,92.506,0.638,0.000886413760838831
1975,"Coir",NA,216.6,NA,NA
1975,"Cotton",7458,3625,0.4861,0.045592233298869
1975,"Cucumbers and gherkins",10.5,61,5.8095,6.41885826814326e-05
1975,"Dry peas",687.5,472.3,0.687,0.00420282386604618
1975,"Eggplants (aubergines)",225,1700,7.5556,0.00137546962888784
1975,"Figs",0.9,2,2.2222,5.50187851555136e-06
1975,"Fruit, citrus nes",3,30,10,1.83395950518379e-05
1975,"Fruit, fresh nes",205,1440,7.0244,0.00125320566187559
1975,"Fruit, stone nes",NA,1,NA,NA
1975,"Fruit, tropical fresh nes",275,1935,7.0364,0.00168112954641847
1975,"Garlic",39.8,140.6,3.5327,0.000243305294354382
1975,"Ginger",27.2,45.15,1.6599,0.000166278995136663
1975,"Grapefruit (inc. pomelos)",2,30,15,1.22263967012253e-05
1975,"Grapes",5.7,95,16.6667,3.4845230598492e-05
1975,"Groundnut",7221.5,6754.7,0.9354,0.0441464618889491
1975,"Jute",584.5,799.128,1.3672,0.00357316443593308
1975,"Lemons and limes",52,500,9.6154,0.000317886314231856
1975,"Lentils",952.7,457.1,0.4798,0.00582404406862865
1975,"Lettuce and chicory",80,415,5.1875,0.00048905586804901
1975,"Linseed",2070.7,563.8,0.2723,0.0126585998246136
1975,"Maize",6030.7,7255.8,1.2031,0.0368668652930396
1975,"Mangoes, mangosteens, guavas",886.2,7300,8.2374,0.00541751637831291
1975,"Melons, other (inc.cantaloupes)",17,270,15.8824,0.000103924371960415
1975,"Millet",18873.296,10456.6,0.554,0.115376201977824
1975,"Mushrooms and truffles",NA,1.2,NA,NA
1975,"Nutmeg, mace and cardamoms",99.9,5.2,0.0521,0.000610708515226201
1975,"Okra",260,1430,5.5,0.00158943157115928
1975,"Onions",194,2100,10.8247,0.00118596048001885
1975,"Oranges",98,1150,11.7347,0.000599093438360037
1975,"Other oilseeds",615.2,150.5,0.2446,0.00376083962529689
1975,"Other pulses",2418.9,1045.9,0.4324,0.0147872154902969
1975,"Papayas",10.864,224.9,20.7014,6.64137868810556e-05
1975,"Peaches and nectarines",11,48,4.3636,6.72451818567389e-05
1975,"Pears",9.3,56,6.0215,5.68527446606974e-05
1975,"Peas, green",93,960,10.3226,0.000568527446606974
1975,"Pepper (piper spp.)",111.93,25.57,0.2284,0.000684250291384071
1975,"Pigeonpea",2528.9,1834.2,0.7253,0.0154596673088643
1975,"Pineapples",38.6,420,10.8808,0.000235969456333647
1975,"Plums and sloes",5.5,22,4,3.36225909283694e-05
1975,"Poppy seed",NA,3,NA,NA
1975,"Potato",587.4,6225.4,10.5982,0.00359089271114986
1975,"Pumpkins, squash and gourds",215,1600,7.4419,0.00131433764538171
1975,"Rape and mustard",3680.4,2251.6,0.6118,0.0224990152095947
1975,"Rice",39475.408,73352,1.8582,0.24132099907536
1975,"Rubber, natural",171,130.1,0.7608,0.00104535691795476
1975,"Safflower",647.8,211.9,0.3271,0.00396012989152686
1975,"Sesame seed",2170.1,479.2,0.2208,0.0132662517406645
1975,"Sorghum",16092.3,9504.3,0.5906,0.0983754218175635
1975,"Soybean",93,91,0.9785,0.000568527446606974
1975,"Spices, nes",314.2,242.3,0.7712,0.00192076692176249
1975,"Sugarcane",2894.2,144288.896,49.8545,0.0176928186663431
1975,"Sunflower",316,217,0.6867,0.00193177067879359
1975,"Sweet potatoes",230.5,1658.4,7.1948,0.00140909221981621
1975,"Tea",364.275,487.137,1.3373,0.00222688532916941
1975,"Tobacco, unmanufactured",380.6,363.1,0.954,0.00232668329224317
1975,"Tomatoes",100,830,8.3,0.000611319835061262
1975,"Vegetables, fresh nes",2405,18400,7.6507,0.0147022420332234
1975,"Walnuts, with shell",17,15,0.8824,0.000103924371960415
1975,"Watermelons",10.5,120,11.4286,6.41885826814326e-05
1975,"Wheat",18010.304,24104.4,1.3384,0.110100560706832
1976,"Anise, badian, fennel, coriander",149.327,69.869,0.4679,0.000908158996711611
1976,"Apples",120.5,500,4.1494,0.000732842413654257
1976,"Apricots",3.3,10,3.0303,2.00695432784983e-05
1976,"Areca nuts",177.5,160,0.9014,0.00107949816119195
1976,"Bananas",245.8,3758.2,15.2897,0.00149487689025906
1976,"Barley",2801.8,3191.9,1.1392,0.0170396504114232
1976,"Bastfibres, other",486.1,369.608,0.7604,0.00295630454172062
1976,"Beans, dry",8204.5,2463.3,0.3002,0.0498971417661938
1976,"Beans, green",114,283,2.4825,0.000693311495075396
1976,"Berries nes",NA,1,NA,NA
1976,"Cabbages and other brassicas",94,1300,13.8298,0.000571677899448134
1976,"Carrots and turnips",14.5,160,11.0345,8.81843568297653e-05
1976,"Cashew nuts, with shell",374.653,161.536,0.4312,0.00227851957512704
1976,"Cassava",392,6638.3,16.9344,0.00238401847429435
1976,"Castor",495.8,179,0.361,0.00301529683559984
1976,"Cauliflowers and broccoli",120,1400,11.6667,0.000729801573763575
1976,"Cherries",1.5,4,2.6667,9.12251967204469e-06
1976,"Chickpea",8320.1,5879.5,0.7067,0.0506001839489193
1976,"Chillies and peppers, dry",781.5,419.4,0.5367,0.00475283274913528
1976,"Chillies and peppers, green",3.62,24.3,6.7127,2.20156808085345e-05
1976,"Cocoa, beans",NA,NA,NA,NA
1976,"Coconuts",1074.5,4284,3.987,0.00653476492507468
1976,"Coffee, green",150,84,0.56,0.000912251967204469
1976,"Coir",NA,214.2,NA,NA
1976,"Cotton",6885,3353,0.487,0.0418723652946851
1976,"Cucumbers and gherkins",10.8,62.6,5.7963,6.56821416387218e-05
1976,"Dry peas",705.1,542,0.7687,0.00428819241383914
1976,"Eggplants (aubergines)",230,1760,7.6522,0.00139878634971352
1976,"Figs",0.89,2,2.2472,5.41269500541318e-06
1976,"Fruit, citrus nes",3,28,9.3333,1.82450393440894e-05
1976,"Fruit, fresh nes",200,1390,6.95,0.00121633595627263
1976,"Fruit, stone nes",NA,1.2,NA,NA
1976,"Fruit, tropical fresh nes",285,2000,7.0175,0.00173327873768849
1976,"Garlic",35.9,129.6,3.61,0.000218332304150936
1976,"Ginger",25.65,43.39,1.6916,0.000155995086391964
1976,"Grapefruit (inc. pomelos)",2,20,10,1.21633595627263e-05
1976,"Grapes",5.1,95.4,18.7059,3.10165668849519e-05
1976,"Groundnut",7042.8,5263.9,0.7474,0.0428320543641842
1976,"Jute",737.4,963.612,1.3068,0.00448463067077717
1976,"Lemons and limes",53,600,11.3208,0.000322329028412246
1976,"Lentils",936.6,460.7,0.4919,0.0056961012832247
1976,"Lettuce and chicory",84,460,5.4762,0.000510861101634503
1976,"Linseed",2118.7,597.8,0.2822,0.0128852549527741
1976,"Maize",6000.3,6361.2,1.0601,0.0364919031921132
1976,"Mangoes, mangosteens, guavas",898.4,7400,8.2369,0.00546378111557663
1976,"Melons, other (inc.cantaloupes)",17,275,16.1765,0.000103388556283173
1976,"Millet",17926.608,9649.7,0.5383,0.109023889422022
1976,"Mushrooms and truffles",NA,1.3,NA,NA
1976,"Nutmeg, mace and cardamoms",96.9,4.4,0.0454,0.000589314770814087
1976,"Okra",265,1480,5.5849,0.00161164514206123
1976,"Onions",164.1,1950,11.883,0.000998003652121689
1976,"Oranges",102,1400,13.7255,0.000620331337699039
1976,"Other oilseeds",568.1,113.3,0.1994,0.00345500228379239
1976,"Other pulses",2888.2,1270.9,0.44,0.017565107544533
1976,"Papayas",12.18,232.571,19.0945,7.40748597370029e-05
1976,"Peaches and nectarines",12.5,63,5.04,7.60209972670391e-05
1976,"Pears",9.7,58,5.9794,5.89922938792223e-05
1976,"Peas, green",95,1000,10.5263,0.000577759579229497
1976,"Pepper (piper spp.)",114.34,31.62,0.2765,0.00069537926620106
1976,"Pigeonpea",2671,2099.3,0.786,0.0162441666960209
1976,"Pineapples",39.5,430,10.8861,0.000240226351363843
1976,"Plums and sloes",6,24,4,3.64900786881788e-05
1976,"Poppy seed",NA,3,NA,NA
1976,"Potato",622.4,7306,11.7384,0.00378523749592041
1976,"Pumpkins, squash and gourds",220,1650,7.5,0.00133796955189989
1976,"Rape and mustard",3339.4,1935.8,0.5797,0.020309161461884
1976,"Rice",38511.104,63051.904,1.6372,0.234212202554773
1976,"Rubber, natural",178,137.8,0.7742,0.00108253900108264
1976,"Safflower",673.6,238.3,0.3538,0.0040966195007262
1976,"Sesame seed",2278.8,421.8,0.1851,0.0138589318857703
1976,"Sorghum",15771.5,10524.1,0.6673,0.0959172126717685
1976,"Soybean",125,123,0.984,0.000760209972670391
1976,"Spices, nes",330.2,225.4,0.6826,0.0020081706638061
1976,"Sugarcane",2762.2,140603.504,50.9027,0.0167988158920812
1976,"Sunflower",255,138,0.5412,0.0015508283442476
1976,"Sweet potatoes",251.3,1810.9,7.2061,0.00152832612905655
1976,"Tea",366.276,511.817,1.3974,0.00222757334359856
1976,"Tobacco, unmanufactured",368.2,349.8,0.95,0.0022392744954979
1976,"Tomatoes",115,1050,9.1304,0.000699393174856759
1976,"Vegetables, fresh nes",2405,18900,7.8586,0.0146264398741783
1976,"Walnuts, with shell",18,16,0.8889,0.000109470236064536
1976,"Watermelons",10.7,125,11.6822,6.50739736605854e-05
1976,"Wheat",20453.808,28846.304,1.4103,0.124393510565483
1977,"Anise, badian, fennel, coriander",179.612,110.462,0.615,0.00107360264231105
1977,"Apples",121.62,503.5,4.1399,0.000726964531088511
1977,"Apricots",2.7,8,2.963,1.61388277745353e-05
1977,"Areca nuts",179.1,164.3,0.9174,0.00107054224237751
1977,"Bananas",268.8,4245.9,15.7958,0.00160670996510929
1977,"Barley",2241.4,2343.8,1.0457,0.0133976179903124
1977,"Bastfibres, other",486.1,376.668,0.7749,0.00290558673377837
1977,"Beans, dry",8329.9,2746.5,0.3297,0.0497906746218894
1977,"Beans, green",115,285,2.4783,0.000687394516322798
1977,"Berries nes",NA,1,NA,NA
1977,"Cabbages and other brassicas",101,1400,13.8614,0.000603711705640023
1977,"Carrots and turnips",15,165,11,8.96601543029737e-05
1977,"Cashew nuts, with shell",375.702,162.457,0.4324,0.00224569995279572
1977,"Cassava",385.8,6375,16.5241,0.00230605916867248
1977,"Castor",379.7,217.2,0.572,0.00226959737258927
1977,"Cauliflowers and broccoli",130,1500,11.5385,0.000777054670625772
1977,"Cherries",1.5,4,2.6667,8.96601543029737e-06
1977,"Chickpea",7974.1,5424.3,0.6802,0.0476639357618228
1977,"Chillies and peppers, dry",790.9,543.3,0.6869,0.00472748106921479
1977,"Chillies and peppers, green",3.63,25.4,6.9972,2.16977573413196e-05
1977,"Cocoa, beans",0.38,0.3,0.7895,2.27139057567533e-06
1977,"Coconuts",1056.5,4022,3.8069,0.00631506353473945
1977,"Coffee, green",160,102.3,0.6394,0.00095637497923172
1977,"Coir",NA,201.1,NA,NA
1977,"Cotton",7866,3850,0.4894,0.0470177849164794
1977,"Cucumbers and gherkins",11,64,5.8182,6.57507798221807e-05
1977,"Dry peas",671.6,432,0.6432,0.00401438397532514
1977,"Eggplants (aubergines)",232,1810,7.8017,0.00138674371988599
1977,"Figs",0.88,2,2.2727,5.26006238577446e-06
1977,"Fruit, citrus nes",3,25,8.3333,1.79320308605947e-05
1977,"Fruit, fresh nes",210,1490,7.0952,0.00125524216024163
1977,"Fruit, stone nes",NA,1.2,NA,NA
1977,"Fruit, tropical fresh nes",288,2025,7.0313,0.0017214749626171
1977,"Garlic",41.5,133.3,3.212,0.000248059760238227
1977,"Ginger",36.02,71.7,1.9906,0.000215303917199541
1977,"Grapefruit (inc. pomelos)",2,20,10,1.19546872403965e-05
1977,"Grapes",9.35,150.63,16.1102,5.58881628488536e-05
1977,"Groundnut",7028.5,6087.1,0.8661,0.0420117596345634
1977,"Jute",797.4,965.034,1.2102,0.00476633380274608
1977,"Lemons and limes",45,400,8.8889,0.000268980462908921
1977,"Lentils",853.3,393.5,0.4612,0.00510046731111516
1977,"Lettuce and chicory",88,484,5.5,0.000526006238577446
1977,"Linseed",1888.4,418.8,0.2218,0.0112876156923824
1977,"Maize",5682.7,5973.3,1.0511,0.0339674505905006
1977,"Mangoes, mangosteens, guavas",905.35,7456.34,8.2359,0.00541158804654648
1977,"Melons, other (inc.cantaloupes)",18,290,16.1111,0.000107592185163568
1977,"Millet",18277.408,9666,0.5288,0.10925034810256
1977,"Mushrooms and truffles",NA,1.2,NA,NA
1977,"Nutmeg, mace and cardamoms",95.6,4.5,0.0471,0.000571434050090952
1977,"Okra",275,1530,5.5636,0.00164376949555452
1977,"Onions",187.9,2230,11.868,0.00112314286623525
1977,"Oranges",95,1138,11.9789,0.000567847643918834
1977,"Other oilseeds",609.1,148.18,0.2433,0.00364079999906275
1977,"Other pulses",2653.7,896.3,0.3378,0.0158620767649201
1977,"Papayas",23.258,450.441,19.3671,0.000139021057918571
1977,"Peaches and nectarines",13,66,5.0769,7.77054670625772e-05
1977,"Pears",10,60,6,5.97734362019825e-05
1977,"Peas, green",97,1000,10.3093,0.00057980233115923
1977,"Pepper (piper spp.)",111.97,25.62,0.2288,0.000669283165153598
1977,"Pigeonpea",2566,1725.3,0.6724,0.0153378637294287
1977,"Pineapples",40.72,442.9,10.8767,0.000243397432214473
1977,"Plums and sloes",6.2,25,4.0323,3.70595304452291e-05
1977,"Poppy seed",NA,2.5,NA,NA
1977,"Potato",619.6,7170.7,11.5731,0.00370356210707483
1977,"Pumpkins, squash and gourds",225,1690,7.5111,0.00134490231454461
1977,"Rape and mustard",3128.6,1550.7,0.4957,0.0187007172501522
1977,"Rice",40282.608,79005.6,1.9613,0.240782989933747
1977,"Rubber, natural",186,149.6,0.8043,0.00111178591335687
1977,"Safflower",683,219.6,0.3215,0.0040825256925954
1977,"Sesame seed",2384.3,520.2,0.2182,0.0142517803936387
1977,"Sorghum",16318,12064.3,0.7393,0.097538293194395
1977,"Soybean",195,183,0.9385,0.00116558200593866
1977,"Spices, nes",584.6,357.9,0.6122,0.0034943550803679
1977,"Sugarcane",2866.2,153007.008,53.3832,0.0171322622842122
1977,"Sunflower",270,141,0.5222,0.00161388277745353
1977,"Sweet potatoes",234.2,1555.3,6.6409,0.00139989387585043
1977,"Tea",369.184,556.267,1.5067,0.00220673962707927
1977,"Tobacco, unmanufactured",432.4,418.8,0.9685,0.00258460338137372
1977,"Tomatoes",120,1020,8.5,0.00071728123442379
1977,"Vegetables, fresh nes",2415,19200,7.9503,0.0144352848427788
1977,"Walnuts, with shell",14,12,0.8571,8.36828106827755e-05
1977,"Watermelons",10.9,126,11.5596,6.51530454601609e-05
1977,"Wheat",20921.504,29009.904,1.3866,0.125055018459352
1978,"Anise, badian, fennel, coriander",201.311,101.387,0.5036,0.00118188064039401
1978,"Apples",125.64,545.07,4.3383,0.000737622304092192
1978,"Apricots",2.7,8,2.963,1.58514821796316e-05
1978,"Areca nuts",170.8,175.2,1.0258,0.00100275302084485
1978,"Bananas",268.4,4560.9,16.9929,0.0015757547470419
1978,"Barley",2001.4,2311.2,1.1548,0.0117500579386351
1978,"Bastfibres, other",506.6,389.694,0.7692,0.00297420773044496
1978,"Beans, dry",8397.1,2550.6,0.3037,0.049298696670587
1978,"Beans, green",118,295,2.5,0.00069276848044316
1978,"Berries nes",NA,1,NA,NA
1978,"Cabbages and other brassicas",108,1500,13.8889,0.000634059287185265
1978,"Carrots and turnips",15.5,170,10.9677,9.09992495497372e-05
1978,"Cashew nuts, with shell",385.895,165.323,0.4284,0.00226555841322554
1978,"Cassava",358.3,5688.3,15.8758,0.00210355039443038
1978,"Castor",446.9,229.4,0.5133,0.00262371384669533
1978,"Cauliflowers and broccoli",140,1600,11.4286,0.000821928705610529
1978,"Cherries",1.3,3,2.3077,7.63219512352634e-06
1978,"Chickpea",7973.7,5409.5,0.6784,0.0468129494280477
1978,"Chillies and peppers, dry",826,565.7,0.6849,0.00484937936310212
1978,"Chillies and peppers, green",3.65,25.55,7,2.14288555391317e-05
1978,"Cocoa, beans",0.63,0.5,0.7937,3.69867917524738e-06
1978,"Coconuts",1055,4257,4.0351,0.00619381988870792
1978,"Coffee, green",170,125,0.7353,0.000998056285384214
1978,"Coir",NA,212.9,NA,NA
1978,"Cotton",8120,4228,0.5207,0.0476718649254107
1978,"Cucumbers and gherkins",11.5,69,6,6.75155722465792e-05
1978,"Dry peas",607.6,360.1,0.5927,0.0035671705823497
1978,"Eggplants (aubergines)",240,1880,7.8333,0.00140902063818948
1978,"Figs",0.87,2,2.2989,5.10769981343686e-06
1978,"Fruit, citrus nes",3,22,7.3333,1.76127579773685e-05
1978,"Fruit, fresh nes",215,1520,7.0698,0.00126224765504474
1978,"Fruit, stone nes",NA,1.3,NA,NA
1978,"Fruit, tropical fresh nes",305,2160,7.082,0.0017906303943658
1978,"Garlic",49.2,167.2,3.3984,0.000288849230828843
1978,"Ginger",34.33,67.17,1.9566,0.000201548660454353
1978,"Grapefruit (inc. pomelos)",2,20,10,1.1741838651579e-05
1978,"Grapes",8.96,166,18.5268,5.26034371590739e-05
1978,"Groundnut",7433.3,6208.2,0.8352,0.0436403046243911
1978,"Jute",884.4,1164.654,1.3169,0.00519224105172823
1978,"Lemons and limes",50,500,10,0.000293545966289475
1978,"Lentils",880.7,384,0.436,0.00517051865022281
1978,"Lettuce and chicory",90,495,5.5,0.000528382739321055
1978,"Linseed",2009.9,526.8,0.2621,0.0117999607529043
1978,"Maize",5760,6199,1.0762,0.0338164953165475
1978,"Mangoes, mangosteens, guavas",925.48,7527.2,8.1333,0.00543341841763166
1978,"Melons, other (inc.cantaloupes)",18.5,310,16.7568,0.000108612007527106
1978,"Millet",18494.8,10660.7,0.5764,0.108581478746612
1978,"Mushrooms and truffles",NA,1.3,NA,NA
1978,"Nutmeg, mace and cardamoms",81.9,5.1,0.0623,0.00048082829278216
1978,"Okra",280,1550,5.5357,0.00164385741122106
1978,"Onions",213.8,2200,10.29,0.00125520255185379
1978,"Oranges",92,1070,11.6304,0.000540124577972634
1978,"Other oilseeds",612.1,146.5,0.2393,0.00359358971931575
1978,"Other pulses",2988.4,1100.1,0.3681,0.0175446553131893
1978,"Papayas",25.628,408.51,15.94,0.000150459920481333
1978,"Peaches and nectarines",12,54,4.5,7.04510319094739e-05
1978,"Pears",10.3,62,6.0194,6.04704690556318e-05
1978,"Peas, green",100,1050,10.5,0.000587091932578949
1978,"Pepper (piper spp.)",84.57,21.5,0.2542,0.000496503647382018
1978,"Pigeonpea",2626.2,1929.7,0.7348,0.0154182083333884
1978,"Pineapples",41.86,470.61,11.2425,0.000245756682977548
1978,"Plums and sloes",6.5,26,4,3.81609756176317e-05
1978,"Poppy seed",NA,2,NA,NA
1978,"Potato",665.3,8135.4,12.2282,0.00390592262744775
1978,"Pumpkins, squash and gourds",232,1800,7.7586,0.00136205328358316
1978,"Rape and mustard",3583.9,1649.7,0.4603,0.021040787771697
1978,"Rice",40482.208,80608.496,1.9912,0.23766777729783
1978,"Rubber, natural",191,147,0.7696,0.00112134559122579
1978,"Safflower",706.5,187.8,0.2658,0.00414780450367028
1978,"Sesame seed",2389.1,514.1,0.2152,0.0140262133612437
1978,"Sorghum",16145.9,11436.1,0.7083,0.0947912763422646
1978,"Soybean",306,299,0.9771,0.00179650131369159
1978,"Spices, nes",473.6,335.7,0.7088,0.00278046739269391
1978,"Sugarcane",3151.1,176965.008,56.1598,0.0184998538874953
1978,"Sunflower",182,99,0.544,0.00106850731729369
1978,"Sweet potatoes",238,1588.5,6.6744,0.0013972787995379
1978,"Tea",373.747,563.846,1.5086,0.00219423848525585
1978,"Tobacco, unmanufactured",504.4,493.6,0.9786,0.00296129170792822
1978,"Tomatoes",100,950,9.5,0.000587091932578949
1978,"Vegetables, fresh nes",2520,19800,7.8571,0.0147947167009895
1978,"Walnuts, with shell",23,21,0.913,0.000135031144493158
1978,"Watermelons",11,128,11.6364,6.45801125836844e-05
1978,"Wheat",21455.696,31749.2,1.4798,0.125964660294664
1979,"Anise, badian, fennel, coriander",181.786,92.414,0.5084,0.00107559442025735
1979,"Apples",130.37,662.02,5.078,0.000771375378571238
1979,"Apricots",2.4,7,2.9167,1.42003598110836e-05
1979,"Areca nuts",179.2,181.9,1.0151,0.00106029353256091
1979,"Bananas",274.4,4273.5,15.574,0.00162357447173389
1979,"Barley",1827.8,2142,1.1719,0.0108147573594578
1979,"Bastfibres, other",518.7,386.61,0.7453,0.00306905276417045
1979,"Beans, dry",8153.4,1986.4,0.2436,0.0482421723682038
1979,"Beans, green",121,305,2.5207,0.000715934807142133
1979,"Berries nes",NA,1,NA,NA
1979,"Cabbages and other brassicas",115,1600,13.913,0.000680433907614423
1979,"Carrots and turnips",16,184,11.5,9.46690654072241e-05
1979,"Cashew nuts, with shell",419.692,171.817,0.4094,0.00248324058743054
1979,"Cassava",361.5,6050.1,16.7361,0.00213892919654447
1979,"Castor",440.5,227.3,0.516,0.00260635770699264
1979,"Cauliflowers and broccoli",150,1800,12,0.000887522488192726
1979,"Cherries",1.3,3,2.3077,7.69186156433696e-06
1979,"Chickpea",7708,5738.8,0.7445,0.0456068222599302
1979,"Chillies and peppers, dry",853.9,507.6,0.5944,0.00505236968445179
1979,"Chillies and peppers, green",3.7,27,7.2973,2.18922213754206e-05
1979,"Cocoa, beans",1,0.8,0.8,5.91681658795151e-06
1979,"Coconuts",1075.8,4188,3.8929,0.00636531128531823
1979,"Coffee, green",180,110.488,0.6138,0.00106502698583127
1979,"Coir",NA,209.4,NA,NA
1979,"Cotton",8077,4091,0.5065,0.0477901275808843
1979,"Cucumbers and gherkins",12,72,6,7.10017990554181e-05
1979,"Dry peas",617.5,359.8,0.5827,0.00365363424306006
1979,"Eggplants (aubergines)",245,1940,7.9184,0.00144962006404812
1979,"Figs",0.87,2,2.2989,5.14763043151781e-06
1979,"Fruit, citrus nes",3,28,9.3333,1.77504497638545e-05
1979,"Fruit, fresh nes",215,1560,7.2558,0.00127211556640957
1979,"Fruit, stone nes",NA,1.5,NA,NA
1979,"Fruit, tropical fresh nes",320,2230,6.9688,0.00189338130814448
1979,"Garlic",59.7,205.6,3.4439,0.000353233950300705
1979,"Ginger",40.35,72.96,1.8082,0.000238743549323843
1979,"Grapefruit (inc. pomelos)",2,20,10,1.1833633175903e-05
1979,"Grapes",9.56,182.16,19.0544,5.65647665808164e-05
1979,"Groundnut",7164.8,5768,0.805,0.042392807489355
1979,"Jute",834.3,1092.87,1.3099,0.00493640007932794
1979,"Lemons and limes",50,480,9.6,0.000295840829397575
1979,"Lentils",1018.1,447.2,0.4392,0.00602391096819343
1979,"Lettuce and chicory",95,540,5.6842,0.000562097575855393
1979,"Linseed",2091.5,535.1,0.2558,0.0123750218937006
1979,"Maize",5720.6,5602.9,0.9794,0.0338477409730354
1979,"Mangoes, mangosteens, guavas",942.56,8216.51,8.7172,0.00557695464313957
1979,"Melons, other (inc.cantaloupes)",20,340,17,0.00011833633175903
1979,"Millet",17195.808,8094.2,0.4707,0.101744442017629
1979,"Mushrooms and truffles",NA,1.3,NA,NA
1979,"Nutmeg, mace and cardamoms",89,5.3,0.0596,0.000526596676327684
1979,"Okra",290,1625,5.6034,0.00171587681050594
1979,"Onions",244.3,2499.7,10.2321,0.00144547829243655
1979,"Oranges",91,1130,12.4176,0.000538430309503587
1979,"Other oilseeds",583.5,105.4,0.1806,0.00345246247906971
1979,"Other pulses",3082,1112.1,0.3608,0.0182356287240666
1979,"Papayas",25.685,419.002,16.3131,0.000151973434061534
1979,"Peaches and nectarines",13.5,73,5.4074,7.98770239373454e-05
1979,"Pears",10.3,62,6.0194,6.09432108559005e-05
1979,"Peas, green",102,1070,10.4902,0.000603515291971054
1979,"Pepper (piper spp.)",110.72,27.7,0.2502,0.000655109932617991
1979,"Pigeonpea",2634.9,1887.4,0.7163,0.0155902200275934
1979,"Pineapples",43.95,500.3,11.3834,0.000260044089040469
1979,"Plums and sloes",6.7,27,4.0299,3.96426711392751e-05
1979,"Poppy seed",NA,2,NA,NA
1979,"Potato",807.1,10133,12.5548,0.00477546266813566
1979,"Pumpkins, squash and gourds",239,1900,7.9498,0.00141411916452041
1979,"Rape and mustard",3543.5,1860.1,0.5249,0.0209662395794062
1979,"Rice",39414.304,63475.696,1.6105,0.233207207709763
1979,"Rubber, natural",190.3,135.4,0.7115,0.00112597019668717
1979,"Safflower",703,209,0.2973,0.00415952206132991
1979,"Sesame seed",2377.2,347.7,0.1463,0.0140654563928783
1979,"Sorghum",16673.6,11647.7,0.6986,0.0986546330608683
1979,"Soybean",496,282,0.5685,0.00293474102762395
1979,"Spices, nes",368.7,325.6,0.8831,0.00218153027597772
1979,"Sugarcane",3087.8,151655.104,49.1143,0.0182699462602767
1979,"Sunflower",61.3,31.8,0.5188,0.000362700856841427
1979,"Sweet potatoes",219.9,1623,7.3806,0.00130110796769054
1979,"Tea",378.447,543.776,1.4369,0.00223920148726048
1979,"Tobacco, unmanufactured",409.3,453.8,1.1087,0.00242175302944855
